time Receptor Messenger ReceptorActive
367.93 252 54377 248
367.94 251 54355 249
367.95 255 54344 245
367.96 253 54333 247
367.97 255 54320 245
367.98 257 54305 243
367.99 254 54289 246
368 252 54275 248
368.01 250 54258 250
368.02 252 54799 248
368.03 253 54782 247
368.04 255 54775 245
368.05 253 54757 247
368.06 256 54744 244
368.07 258 54734 242
368.08 256 54715 244
368.09 258 54712 242
368.1 259 54701 241
368.11 260 54689 240
368.12 259 54679 241
368.13 257 54663 243
368.14 252 54642 248
368.15 248 54622 252
368.16 247 54602 253
368.17 243 54581 257
368.18 244 54568 256
368.19 243 54557 257
368.2 239 54537 261
368.21 239 54514 261
368.22 241 54497 259
368.23 240 54484 260
368.24 241 54470 259
368.25 243 54456 257
368.26 242 54437 258
368.27 243 54426 257
368.28 241 54405 259
368.29 241 54395 259
368.3 242 54382 258
368.31 240 54364 260
368.32 243 54350 257
368.33 242 54321 258
368.34 244 54310 256
368.35 245 54290 255
368.36 241 54268 259
368.37 241 54254 259
368.38 238 54237 262
368.39 238 54221 262
368.4 236 54199 264
368.41 241 54191 259
368.42 246 54184 254
368.43 247 54166 253
368.44 249 54140 251
368.45 248 54130 252
368.46 246 54110 254
368.47 243 54085 257
368.48 243 54064 257
368.49 243 54051 257
368.5 243 54036 257
368.51 240 54021 260
368.52 239 54005 261
368.53 230 53976 270
368.54 229 53953 271
368.55 232 53936 268
368.56 232 53923 268
368.57 233 53911 267
368.58 235 53897 265
368.59 232 53879 268
368.6 232 53863 268
368.61 239 53848 261
368.62 240 53840 260
368.63 240 53821 260
368.64 241 53806 259
368.65 242 53785 258
368.66 241 53770 259
368.67 240 53753 260
368.68 242 53741 258
368.69 241 53724 259
368.7 235 53695 265
368.71 235 53678 265
368.72 229 53656 271
368.73 228 53642 272
368.74 225 53628 275
368.75 232 53618 268
368.76 231 53602 269
368.77 231 53585 269
368.78 228 53562 272
368.79 228 53545 272
368.8 226 53532 274
368.81 227 53517 273
368.82 225 53498 275
368.83 226 53484 274
368.84 226 53471 274
368.85 224 53451 276
368.86 226 53432 274
368.87 229 53422 271
368.88 226 53407 274
368.89 225 53393 275
368.9 228 53376 272
368.91 228 53362 272
368.92 226 53339 274
368.93 226 53320 274
368.94 226 53296 274
368.95 227 53286 273
368.96 229 53271 271
368.97 227 53253 273
368.98 229 53238 271
368.99 226 53213 274
369 225 53201 275
369.01 226 53193 274
369.02 228 55760 272
369.03 227 55745 273
369.04 226 55733 274
369.05 229 55718 271
369.06 230 55702 270
369.07 231 55690 269
369.08 232 55680 268
369.09 233 55668 267
369.1 228 55652 272
369.11 228 55639 272
369.12 230 55625 270
369.13 233 55609 267
369.14 237 55599 263
369.15 234 55579 266
369.16 234 55548 266
369.17 235 55539 265
369.18 235 55523 265
369.19 233 55507 267
369.2 232 55495 268
369.21 232 55482 268
369.22 235 55464 265
369.23 233 55443 267
369.24 233 55428 267
369.25 234 55413 266
369.26 234 55396 266
369.27 232 55383 268
369.28 233 55367 267
369.29 233 55350 267
369.3 238 55332 262
369.31 237 55318 263
369.32 234 55297 266
369.33 234 55279 266
369.34 238 55266 262
369.35 238 55256 262
369.36 243 55243 257
369.37 245 55236 255
369.38 244 55219 256
369.39 246 55213 254
369.4 246 55202 254
369.41 248 55181 252
369.42 249 55162 251
369.43 251 55143 249
369.44 247 55123 253
369.45 246 55110 254
369.46 244 55092 256
369.47 246 55080 254
369.48 246 55066 254
369.49 245 55048 255
369.5 243 55029 257
369.51 241 55012 259
369.52 238 54997 262
369.53 238 54979 262
369.54 241 54966 259
369.55 240 54950 260
369.56 243 54938 257
369.57 243 54923 257
369.58 242 54904 258
369.59 240 54889 260
369.6 239 54868 261
369.61 242 54862 258
369.62 243 54845 257
369.63 245 54827 255
369.64 242 54805 258
369.65 246 54792 254
369.66 245 54771 255
369.67 242 54748 258
369.68 242 54728 258
369.69 243 54714 257
369.7 242 54699 258
369.71 241 54682 259
369.72 241 54666 259
369.73 239 54649 261
369.74 238 54632 262
369.75 235 54616 265
369.76 236 54598 264
369.77 239 54581 261
369.78 244 54566 256
369.79 244 54548 256
369.8 241 54529 259
369.81 238 54507 262
369.82 239 54491 261
369.83 240 54479 260
369.84 242 54469 258
369.85 241 54456 259
369.86 243 54436 257
369.87 241 54419 259
369.88 240 54403 260
369.89 240 54391 260
369.9 240 54373 260
369.91 239 54349 261
369.92 238 54336 262
369.93 238 54324 262
369.94 245 54316 255
369.95 244 54301 256
369.96 247 54286 253
369.97 247 54276 253
369.98 253 54265 247
369.99 255 54258 245
370 256 54246 244
370.01 256 54227 244
370.02 257 56185 243
370.03 257 56176 243
370.04 259 56157 241
370.05 258 56138 242
370.06 262 56123 238
370.07 259 56101 241
370.08 258 56090 242
370.09 256 56080 244
370.1 257 56067 243
370.11 260 56056 240
370.12 260 56042 240
370.13 260 56024 240
370.14 259 56009 241
370.15 258 55992 242
370.16 256 55980 244
370.17 257 55967 243
370.18 255 55954 245
370.19 254 55939 246
370.2 259 55934 241
370.21 257 55916 243
370.22 254 55901 246
370.23 258 55888 242
370.24 257 55869 243
370.25 257 55848 243
370.26 255 55836 245
370.27 256 55822 244
370.28 259 55811 241
370.29 258 55793 242
370.3 259 55782 241
370.31 260 55766 240
370.32 260 55747 240
370.33 261 55738 239
370.34 260 55724 240
370.35 260 55707 240
370.36 261 55688 239
370.37 264 55670 236
370.38 263 55651 237
370.39 263 55631 237
370.4 264 55623 236
370.41 263 55599 237
370.42 264 55587 236
370.43 264 55565 236
370.44 261 55543 239
370.45 257 55519 243
370.46 256 55502 244
370.47 253 55480 247
370.48 254 55459 246
370.49 251 55444 249
370.5 251 55436 249
370.51 254 55420 246
370.52 256 55399 244
370.53 253 55374 247
370.54 249 55353 251
370.55 251 55341 249
370.56 250 55323 250
370.57 250 55311 250
370.58 251 55296 249
370.59 251 55285 249
370.6 250 55267 250
370.61 250 55245 250
370.62 249 55231 251
370.63 251 55214 249
370.64 248 55201 252
370.65 248 55184 252
370.66 250 55171 250
370.67 248 55158 252
370.68 248 55146 252
370.69 246 55121 254
370.7 244 55102 256
370.71 246 55084 254
370.72 246 55072 254
370.73 245 55061 255
370.74 248 55040 252
370.75 248 55023 252
370.76 247 55010 253
370.77 248 54998 252
370.78 246 54980 254
370.79 247 54972 253
370.8 247 54951 253
370.81 248 54942 252
370.82 248 54929 252
370.83 253 54922 247
370.84 250 54903 250
370.85 250 54891 250
370.86 248 54878 252
370.87 248 54861 252
370.88 249 54851 251
370.89 253 54834 247
370.9 253 54819 247
370.91 251 54802 249
370.92 254 54784 246
370.93 252 54770 248
370.94 254 54755 246
370.95 256 54747 244
370.96 255 54735 245
370.97 256 54719 244
370.98 251 54702 249
370.99 254 54692 246
371 252 54674 248
371.01 253 54656 247
371.02 251 55833 249
371.03 252 55811 248
371.04 251 55790 249
371.05 248 55770 252
371.06 249 55752 251
371.07 250 55743 250
371.08 255 55732 245
371.09 258 55725 242
371.1 259 55705 241
371.11 257 55687 243
371.12 259 55671 241
371.13 255 55646 245
371.14 253 55633 247
371.15 257 55616 243
371.16 253 55599 247
371.17 253 55585 247
371.18 251 55573 249
371.19 252 55560 248
371.2 253 55549 247
371.21 252 55529 248
371.22 251 55519 249
371.23 252 55494 248
371.24 248 55478 252
371.25 245 55458 255
371.26 249 55443 251
371.27 252 55429 248
371.28 252 55413 248
371.29 253 55394 247
371.3 256 55382 244
371.31 256 55366 244
371.32 254 55349 246
371.33 252 55332 248
371.34 253 55313 247
371.35 253 55303 247
371.36 252 55284 248
371.37 250 55269 250
371.38 249 55252 251
371.39 250 55239 250
371.4 256 55229 244
371.41 257 55218 243
371.42 254 55208 246
371.43 257 55188 243
371.44 258 55174 242
371.45 255 55151 245
371.46 253 55130 247
371.47 251 55113 249
371.48 247 55083 253
371.49 250 55074 250
371.5 251 55056 249
371.51 249 55040 251
371.52 249 55027 251
371.53 249 55008 251
371.54 247 54994 253
371.55 246 54973 254
371.56 248 54958 252
371.57 245 54943 255
371.58 245 54922 255
371.59 246 54900 254
371.6 242 54883 258
371.61 242 54869 258
371.62 243 54850 257
371.63 243 54830 257
371.64 245 54821 255
371.65 245 54800 255
371.66 248 54788 252
371.67 249 54763 251
371.68 248 54741 252
371.69 250 54727 250
371.7 245 54708 255
371.71 245 54691 255
371.72 242 54671 258
371.73 243 54651 257
371.74 243 54642 257
371.75 243 54627 257
371.76 244 54609 256
371.77 243 54595 257
371.78 242 54573 258
371.79 243 54564 257
371.8 243 54555 257
371.81 243 54542 257
371.82 242 54523 258
371.83 246 54512 254
371.84 246 54499 254
371.85 249 54477 251
371.86 248 54462 252
371.87 246 54442 254
371.88 247 54427 253
371.89 248 54413 252
371.9 248 54394 252
371.91 252 54380 248
371.92 249 54368 251
371.93 249 54354 251
371.94 248 54334 252
371.95 245 54306 255
371.96 246 54293 254
371.97 243 54276 257
371.98 242 54256 258
371.99 241 54240 259
372 241 54231 259
372.01 241 54225 259
372.02 242 54859 258
372.03 241 54844 259
372.04 240 54834 260
372.05 242 54827 258
372.06 243 54811 257
372.07 239 54795 261
372.08 237 54779 263
372.09 240 54763 260
372.1 243 54747 257
372.11 240 54727 260
372.12 239 54704 261
372.13 239 54685 261
372.14 241 54672 259
372.15 239 54659 261
372.16 241 54652 259
372.17 242 54635 258
372.18 238 54617 262
372.19 234 54598 266
372.2 235 54580 265
372.21 236 54570 264
372.22 237 54559 263
372.23 238 54542 262
372.24 232 54521 268
372.25 233 54499 267
372.26 232 54478 268
372.27 231 54458 269
372.28 233 54448 267
372.29 234 54442 266
372.3 235 54425 265
372.31 234 54410 266
372.32 239 54397 261
372.33 240 54381 260
372.34 238 54360 262
372.35 235 54338 265
372.36 237 54321 263
372.37 233 54308 267
372.38 236 54288 264
372.39 239 54275 261
372.4 235 54254 265
372.41 235 54239 265
372.42 234 54224 266
372.43 233 54206 267
372.44 236 54199 264
372.45 237 54179 263
372.46 238 54164 262
372.47 241 54150 259
372.48 241 54136 259
372.49 243 54122 257
372.5 244 54108 256
372.51 245 54101 255
372.52 244 54082 256
372.53 242 54069 258
372.54 245 54056 255
372.55 243 54038 257
372.56 243 54019 257
372.57 243 53996 257
372.58 244 53978 256
372.59 234 53951 266
372.6 233 53933 267
372.61 233 53920 267
372.62 233 53899 267
372.63 232 53885 268
372.64 232 53867 268
372.65 233 53850 267
372.66 231 53836 269
372.67 232 53818 268
372.68 231 53805 269
372.69 232 53791 268
372.7 229 53769 271
372.71 227 53754 273
372.72 227 53747 273
372.73 229 53726 271
372.74 230 53715 270
372.75 233 53707 267
372.76 233 53692 267
372.77 233 53678 267
372.78 234 53666 266
372.79 234 53654 266
372.8 233 53634 267
372.81 233 53619 267
372.82 236 53604 264
372.83 236 53586 264
372.84 233 53568 267
372.85 233 53553 267
372.86 235 53543 265
372.87 235 53530 265
372.88 233 53514 267
372.89 232 53502 268
372.9 234 53487 266
372.91 236 53472 264
372.92 236 53456 264
372.93 237 53441 263
372.94 237 53429 263
372.95 236 53417 264
372.96 237 53402 263
372.97 239 53384 261
372.98 243 53375 257
372.99 244 53361 256
373 241 53345 259
373.01 242 53329 258
373.02 243 54662 257
373.03 244 54653 256
373.04 242 54636 258
373.05 241 54614 259
373.06 242 54592 258
373.07 241 54572 259
373.08 243 54563 257
373.09 245 54548 255
373.1 244 54532 256
373.11 244 54511 256
373.12 246 54500 254
373.13 247 54488 253
373.14 246 54468 254
373.15 247 54461 253
373.16 247 54440 253
373.17 245 54422 255
373.18 246 54401 254
373.19 247 54392 253
373.2 249 54373 251
373.21 247 54358 253
373.22 245 54345 255
373.23 240 54328 260
373.24 240 54314 260
373.25 239 54298 261
373.26 242 54280 258
373.27 243 54263 257
373.28 246 54252 254
373.29 244 54235 256
373.3 248 54218 252
373.31 248 54203 252
373.32 249 54190 251
373.33 250 54176 250
373.34 253 54159 247
373.35 255 54153 245
373.36 256 54142 244
373.37 252 54107 248
373.38 250 54094 250
373.39 250 54078 250
373.4 251 54063 249
373.41 251 54042 249
373.42 251 54034 249
373.43 249 54022 251
373.44 251 54012 249
373.45 249 53990 251
373.46 251 53978 249
373.47 254 53966 246
373.48 251 53951 249
373.49 248 53937 252
373.5 248 53929 252
373.51 247 53916 253
373.52 248 53900 252
373.53 247 53885 253
373.54 248 53875 252
373.55 245 53857 255
373.56 246 53833 254
373.57 247 53817 253
373.58 249 53806 251
373.59 252 53793 248
373.6 248 53774 252
373.61 245 53756 255
373.62 244 53742 256
373.63 244 53722 256
373.64 244 53702 256
373.65 241 53674 259
373.66 239 53656 261
373.67 241 53642 259
373.68 242 53627 258
373.69 240 53606 260
373.7 240 53594 260
373.71 244 53587 256
373.72 238 53563 262
373.73 238 53545 262
373.74 238 53526 262
373.75 237 53510 263
373.76 235 53492 265
373.77 238 53481 262
373.78 243 53465 257
373.79 242 53447 258
373.8 241 53426 259
373.81 243 53415 257
373.82 246 53394 254
373.83 244 53379 256
373.84 244 53364 256
373.85 244 53346 256
373.86 243 53332 257
373.87 245 53315 255
373.88 247 53309 253
373.89 247 53297 253
373.9 248 53284 252
373.91 246 53270 254
373.92 245 53251 255
373.93 244 53239 256
373.94 245 53225 255
373.95 244 53212 256
373.96 245 53196 255
373.97 246 53188 254
373.98 246 53172 254
373.99 249 53162 251
374 247 53145 253
374.01 247 53123 253
374.02 245 54605 255
374.03 245 54583 255
374.04 246 54566 254
374.05 248 54553 252
374.06 244 54536 256
374.07 245 54523 255
374.08 245 54506 255
374.09 245 54491 255
374.1 248 54475 252
374.11 248 54460 252
374.12 245 54437 255
374.13 247 54418 253
374.14 248 54396 252
374.15 248 54377 252
374.16 247 54361 253
374.17 247 54343 253
374.18 248 54332 252
374.19 244 54319 256
374.2 245 54303 255
374.21 244 54281 256
374.22 243 54266 257
374.23 242 54245 258
374.24 242 54233 258
374.25 241 54221 259
374.26 240 54202 260
374.27 242 54183 258
374.28 244 54166 256
374.29 243 54149 257
374.3 244 54131 256
374.31 243 54114 257
374.32 241 54102 259
374.33 245 54096 255
374.34 248 54081 252
374.35 247 54064 253
374.36 248 54052 252
374.37 250 54035 250
374.38 250 54018 250
374.39 249 54004 251
374.4 248 53991 252
374.41 247 53974 253
374.42 247 53955 253
374.43 244 53947 256
374.44 247 53935 253
374.45 252 53919 248
374.46 255 53907 245
374.47 256 53885 244
374.48 256 53869 244
374.49 258 53860 242
374.5 259 53846 241
374.51 259 53825 241
374.52 260 53811 240
374.53 260 53795 240
374.54 260 53787 240
374.55 261 53776 239
374.56 259 53758 241
374.57 257 53739 243
374.58 256 53727 244
374.59 255 53711 245
374.6 255 53696 245
374.61 252 53677 248
374.62 255 53662 245
374.63 254 53649 246
374.64 255 53638 245
374.65 257 53633 243
374.66 254 53613 246
374.67 250 53589 250
374.68 252 53575 248
374.69 249 53563 251
374.7 250 53547 250
374.71 252 53538 248
374.72 250 53525 250
374.73 250 53511 250
374.74 248 53485 252
374.75 250 53472 250
374.76 251 53459 249
374.77 251 53441 249
374.78 250 53426 250
374.79 251 53418 249
374.8 250 53406 250
374.81 251 53389 249
374.82 249 53375 251
374.83 251 53361 249
374.84 254 53356 246
374.85 250 53341 250
374.86 249 53332 251
374.87 250 53318 250
374.88 248 53300 252
374.89 249 53284 251
374.9 246 53258 254
374.91 250 53241 250
374.92 251 53224 249
374.93 249 53204 251
374.94 249 53187 251
374.95 249 53174 251
374.96 249 53160 251
374.97 249 53148 251
374.98 244 53132 256
374.99 244 53117 256
375 243 53105 257
375.01 240 53078 260
375.02 239 53505 261
375.03 238 53484 262
375.04 239 53471 261
375.05 240 53452 260
375.06 241 53442 259
375.07 243 53428 257
375.08 246 53417 254
375.09 246 53404 254
375.1 245 53387 255
375.11 242 53364 258
375.12 245 53353 255
375.13 242 53330 258
375.14 242 53310 258
375.15 243 53296 257
375.16 245 53279 255
375.17 247 53265 253
375.18 248 53255 252
375.19 248 53235 252
375.2 250 53228 250
375.21 252 53214 248
375.22 248 53201 252
375.23 245 53181 255
375.24 245 53166 255
375.25 245 53150 255
375.26 236 53126 264
375.27 236 53111 264
375.28 239 53100 261
375.29 241 53090 259
375.3 241 53078 259
375.31 237 53065 263
375.32 235 53044 265
375.33 237 53028 263
375.34 234 53011 266
375.35 232 52996 268
375.36 232 52982 268
375.37 236 52970 264
375.38 236 52957 264
375.39 234 52934 266
375.4 234 52917 266
375.41 232 52895 268
375.42 229 52872 271
375.43 228 52854 272
375.44 232 52844 268
375.45 235 52837 265
375.46 236 52828 264
375.47 234 52810 266
375.48 236 52796 264
375.49 240 52781 260
375.5 242 52769 258
375.51 243 52746 257
375.52 244 52733 256
375.53 246 52723 254
375.54 244 52703 256
375.55 243 52686 257
375.56 248 52670 252
375.57 248 52657 252
375.58 246 52643 254
375.59 245 52625 255
375.6 243 52610 257
375.61 238 52588 262
375.62 242 52579 258
375.63 242 52562 258
375.64 238 52542 262
375.65 236 52523 264
375.66 234 52514 266
375.67 231 52491 269
375.68 233 52481 267
375.69 235 52464 265
375.7 234 52445 266
375.71 235 52433 265
375.72 237 52421 263
375.73 239 52411 261
375.74 240 52401 260
375.75 243 52386 257
375.76 240 52368 260
375.77 240 52346 260
375.78 244 52337 256
375.79 242 52318 258
375.8 245 52309 255
375.81 241 52290 259
375.82 242 52272 258
375.83 241 52262 259
375.84 239 52251 261
375.85 239 52234 261
375.86 241 52224 259
375.87 238 52194 262
375.88 237 52174 263
375.89 237 52169 263
375.9 236 52156 264
375.91 234 52135 266
375.92 232 52112 268
375.93 232 52100 268
375.94 233 52085 267
375.95 233 52075 267
375.96 233 52052 267
375.97 234 52039 266
375.98 238 52025 262
375.99 237 52010 263
376 238 51999 262
376.01 236 51983 264
376.02 237 53776 263
376.03 240 53759 260
376.04 239 53750 261
376.05 247 53745 253
376.06 247 53732 253
376.07 246 53712 254
376.08 245 53701 255
376.09 248 53691 252
376.1 245 53673 255
376.11 249 53664 251
376.12 251 53654 249
376.13 248 53629 252
376.14 248 53613 252
376.15 246 53598 254
376.16 243 53577 257
376.17 243 53561 257
376.18 247 53551 253
376.19 248 53540 252
376.2 244 53514 256
376.21 247 53504 253
376.22 250 53494 250
376.23 249 53471 251
376.24 252 53453 248
376.25 252 53438 248
376.26 250 53419 250
376.27 252 53408 248
376.28 253 53390 247
376.29 254 53371 246
376.3 252 53355 248
376.31 247 53336 253
376.32 249 53323 251
376.33 249 53306 251
376.34 248 53291 252
376.35 247 53274 253
376.36 251 53268 249
376.37 252 53246 248
376.38 251 53228 249
376.39 250 53216 250
376.4 253 53198 247
376.41 253 53183 247
376.42 253 53165 247
376.43 252 53150 248
376.44 253 53132 247
376.45 256 53120 244
376.46 255 53107 245
376.47 252 53091 248
376.48 253 53077 247
376.49 252 53066 248
376.5 252 53053 248
376.51 253 53043 247
376.52 252 53027 248
376.53 250 53008 250
376.54 248 52984 252
376.55 249 52966 251
376.56 249 52954 251
376.57 249 52938 251
376.58 249 52927 251
376.59 250 52917 250
376.6 249 52897 251
376.61 249 52881 251
376.62 251 52867 249
376.63 249 52849 251
376.64 245 52832 255
376.65 245 52818 255
376.66 249 52804 251
376.67 251 52786 249
376.68 248 52770 252
376.69 248 52750 252
376.7 248 52726 252
376.71 245 52710 255
376.72 245 52690 255
376.73 246 52666 254
376.74 246 52652 254
376.75 244 52632 256
376.76 242 52607 258
376.77 243 52596 257
376.78 245 52577 255
376.79 246 52558 254
376.8 248 52545 252
376.81 248 52524 252
376.82 247 52512 253
376.83 247 52493 253
376.84 249 52483 251
376.85 248 52461 252
376.86 245 52439 255
376.87 241 52417 259
376.88 244 52403 256
376.89 244 52385 256
376.9 243 52369 257
376.91 242 52351 258
376.92 242 52339 258
376.93 241 52324 259
376.94 241 52309 259
376.95 241 52299 259
376.96 239 52274 261
376.97 239 52259 261
376.98 242 52248 258
376.99 243 52231 257
377 242 52216 258
377.01 243 52200 257
377.02 245 52944 255
377.03 242 52927 258
377.04 240 52911 260
377.05 240 52893 260
377.06 241 52878 259
377.07 244 52860 256
377.08 241 52846 259
377.09 243 52836 257
377.1 244 52825 256
377.11 243 52813 257
377.12 240 52791 260
377.13 241 52780 259
377.14 243 52766 257
377.15 245 52748 255
377.16 244 52734 256
377.17 247 52722 253
377.18 247 52705 253
377.19 248 52682 252
377.2 249 52668 251
377.21 247 52651 253
377.22 246 52639 254
377.23 245 52625 255
377.24 248 52612 252
377.25 248 52600 252
377.26 246 52584 254
377.27 247 52568 253
377.28 247 52555 253
377.29 244 52526 256
377.3 242 52508 258
377.31 243 52489 257
377.32 246 52479 254
377.33 244 52462 256
377.34 247 52446 253
377.35 247 52425 253
377.36 244 52407 256
377.37 244 52395 256
377.38 242 52376 258
377.39 243 52359 257
377.4 248 52346 252
377.41 249 52327 251
377.42 249 52306 251
377.43 247 52292 253
377.44 244 52271 256
377.45 248 52256 252
377.46 247 52237 253
377.47 243 52215 257
377.48 246 52199 254
377.49 247 52182 253
377.5 250 52163 250
377.51 251 52150 249
377.52 252 52134 248
377.53 253 52120 247
377.54 252 52106 248
377.55 253 52093 247
377.56 253 52080 247
377.57 253 52063 247
377.58 251 52042 249
377.59 251 52032 249
377.6 249 52016 251
377.61 250 51994 250
377.62 252 51983 248
377.63 249 51967 251
377.64 248 51947 252
377.65 246 51922 254
377.66 248 51905 252
377.67 249 51897 251
377.68 250 51881 250
377.69 249 51864 251
377.7 247 51844 253
377.71 247 51825 253
377.72 248 51809 252
377.73 248 51802 252
377.74 252 51781 248
377.75 252 51764 248
377.76 254 51751 246
377.77 258 51738 242
377.78 257 51720 243
377.79 259 51702 241
377.8 259 51686 241
377.81 256 51667 244
377.82 257 51653 243
377.83 258 51637 242
377.84 257 51619 243
377.85 258 51604 242
377.86 257 51594 243
377.87 257 51578 243
377.88 260 51569 240
377.89 263 51556 237
377.9 262 51541 238
377.91 263 51531 237
377.92 264 51516 236
377.93 262 51501 238
377.94 258 51485 242
377.95 258 51469 242
377.96 257 51453 243
377.97 256 51443 244
377.98 256 51426 244
377.99 255 51413 245
378 251 51391 249
378.01 251 51381 249
378.02 249 52577 251
378.03 247 52561 253
378.04 247 52552 253
378.05 245 52528 255
378.06 246 52519 254
378.07 247 52504 253
378.08 247 52489 253
378.09 248 52472 252
378.1 252 52458 248
378.11 257 52453 243
378.12 258 52434 242
378.13 261 52424 239
378.14 263 52413 237
378.15 261 52401 239
378.16 260 52380 240
378.17 258 52362 242
378.18 252 52348 248
378.19 250 52327 250
378.2 248 52312 252
378.21 251 52306 249
378.22 250 52290 250
378.23 245 52272 255
378.24 248 52259 252
378.25 249 52251 251
378.26 250 52230 250
378.27 251 52217 249
378.28 250 52207 250
378.29 253 52202 247
378.3 253 52187 247
378.31 255 52167 245
378.32 258 52153 242
378.33 262 52145 238
378.34 263 52128 237
378.35 268 52119 232
378.36 266 52104 234
378.37 263 52098 237
378.38 263 52071 237
378.39 263 52056 237
378.4 261 52037 239
378.41 263 52027 237
378.42 264 52014 236
378.43 264 52000 236
378.44 268 51983 232
378.45 268 51972 232
378.46 266 51954 234
378.47 265 51942 235
378.48 265 51919 235
378.49 264 51904 236
378.5 261 51887 239
378.51 260 51878 240
378.52 260 51862 240
378.53 259 51842 241
378.54 260 51823 240
378.55 261 51811 239
378.56 264 51795 236
378.57 262 51781 238
378.58 263 51762 237
378.59 263 51750 237
378.6 259 51728 241
378.61 256 51712 244
378.62 256 51681 244
378.63 252 51665 248
378.64 253 51649 247
378.65 253 51636 247
378.66 251 51614 249
378.67 251 51600 249
378.68 253 51594 247
378.69 253 51581 247
378.7 254 51566 246
378.71 253 51554 247
378.72 252 51534 248
378.73 252 51524 248
378.74 250 51507 250
378.75 252 51495 248
378.76 253 51480 247
378.77 252 51473 248
378.78 253 51456 247
378.79 255 51444 245
378.8 255 51426 245
378.81 258 51412 242
378.82 260 51395 240
378.83 262 51389 238
378.84 261 51380 239
378.85 260 51364 240
378.86 267 51359 233
378.87 269 51345 231
378.88 264 51322 236
378.89 262 51309 238
378.9 262 51292 238
378.91 264 51279 236
378.92 265 51261 235
378.93 266 51243 234
378.94 262 51230 238
378.95 265 51210 235
378.96 268 51205 232
378.97 265 51191 235
378.98 267 51174 233
378.99 265 51144 235
379 262 51121 238
379.01 264 51111 236
379.02 263 52889 237
379.03 264 52875 236
379.04 259 52857 241
379.05 258 52836 242
379.06 255 52818 245
379.07 256 52806 244
379.08 256 52791 244
379.09 255 52776 245
379.1 255 52762 245
379.11 256 52745 244
379.12 256 52732 244
379.13 254 52709 246
379.14 254 52698 246
379.15 250 52675 250
379.16 252 52662 248
379.17 253 52645 247
379.18 255 52634 245
379.19 252 52617 248
379.2 254 52609 246
379.21 255 52594 245
379.22 254 52573 246
379.23 259 52562 241
379.24 259 52547 241
379.25 256 52533 244
379.26 255 52513 245
379.27 254 52498 246
379.28 257 52483 243
379.29 258 52467 242
379.3 258 52450 242
379.31 259 52427 241
379.32 258 52405 242
379.33 259 52381 241
379.34 260 52361 240
379.35 262 52352 238
379.36 263 52341 237
379.37 265 52332 235
379.38 263 52317 237
379.39 264 52301 236
379.4 263 52278 237
379.41 261 52263 239
379.42 261 52249 239
379.43 257 52228 243
379.44 256 52210 244
379.45 259 52194 241
379.46 251 52166 249
379.47 252 52152 248
379.48 253 52145 247
379.49 251 52120 249
379.5 251 52107 249
379.51 250 52090 250
379.52 250 52077 250
379.53 248 52062 252
379.54 245 52037 255
379.55 246 52025 254
379.56 248 52008 252
379.57 248 52002 252
379.58 250 51988 250
379.59 248 51976 252
379.6 248 51960 252
379.61 248 51946 252
379.62 249 51935 251
379.63 254 51919 246
379.64 253 51906 247
379.65 257 51891 243
379.66 256 51872 244
379.67 257 51860 243
379.68 257 51843 243
379.69 257 51825 243
379.7 258 51814 242
379.71 258 51796 242
379.72 255 51776 245
379.73 255 51764 245
379.74 256 51743 244
379.75 262 51731 238
379.76 262 51712 238
379.77 262 51700 238
379.78 264 51686 236
379.79 261 51673 239
379.8 262 51658 238
379.81 263 51646 237
379.82 262 51631 238
379.83 260 51615 240
379.84 261 51597 239
379.85 258 51580 242
379.86 258 51568 242
379.87 257 51551 243
379.88 260 51540 240
379.89 261 51522 239
379.9 263 51505 237
379.91 262 51489 238
379.92 262 51475 238
379.93 262 51460 238
379.94 262 51453 238
379.95 261 51438 239
379.96 261 51423 239
379.97 260 51409 240
379.98 264 51395 236
379.99 268 51388 232
380 266 51366 234
380.01 265 51347 235
380.02 266 52162 234
380.03 265 52145 235
380.04 262 52130 238
380.05 263 52118 237
380.06 264 52101 236
380.07 261 52086 239
380.08 258 52071 242
380.09 255 52052 245
380.1 258 52038 242
380.11 257 52025 243
380.12 255 52005 245
380.13 257 51986 243
380.14 258 51975 242
380.15 257 51955 243
380.16 255 51939 245
380.17 250 51918 250
380.18 250 51911 250
380.19 252 51901 248
380.2 253 51889 247
380.21 250 51873 250
380.22 253 51867 247
380.23 251 51851 249
380.24 252 51837 248
380.25 253 51827 247
380.26 252 51815 248
380.27 251 51802 249
380.28 248 51784 252
380.29 250 51769 250
380.3 252 51752 248
380.31 253 51741 247
380.32 257 51732 243
380.33 258 51717 242
380.34 258 51700 242
380.35 259 51687 241
380.36 258 51675 242
380.37 256 51656 244
380.38 252 51638 248
380.39 254 51628 246
380.4 251 51607 249
380.41 253 51593 247
380.42 254 51574 246
380.43 251 51554 249
380.44 252 51543 248
380.45 253 51531 247
380.46 251 51520 249
380.47 250 51505 250
380.48 254 51486 246
380.49 256 51476 244
380.5 258 51461 242
380.51 256 51443 244
380.52 257 51437 243
380.53 256 51425 244
380.54 257 51414 243
380.55 256 51399 244
380.56 261 51383 239
380.57 263 51372 237
380.58 264 51360 236
380.59 265 51341 235
380.6 264 51330 236
380.61 264 51314 236
380.62 267 51294 233
380.63 266 51273 234
380.64 267 51256 233
380.65 264 51241 236
